"YEAR","GCRQ","GCZBS","HOUR","XSFX","DCSJLX","TQ","XKC","DKC","XHC","ZHC","DHC","TDH","JZX","MTC","TLJ","RLC","CLC","ZXC","KC","HC","QC","JDC","TOTAL","KC_DL","HC_DL","QC_DL","JDC_DL","TOTAL_DL","XKCS","DKCS","XHCS","ZHCS","DHCS","TDHS","JZXS","MTCS","TLJS","KC_CS","HC_CS","QC_CS","JDC_CS","GCBFB","PJCTJJ","SJZYL","FLAGS","TIME_CNT","DELETE_BY","DELETE_TIME","CREATE_BY","CREATE_TIME","UPDATE_BY","UPDATE_TIME"
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",4,"S","00","",145,5,48,99,42,58,5,0,0,0,0,0,150,252,402,402,402,153,575,728,728,728,67.3,52.4,52.5,55,58.3,61.3,65,0,0,66.8,56.7,60.5,60.5,45.4,202.9,0.86,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.06.52.937000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.04.26.614877000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",4,"X","00","",118,0,80,47,4,11,1,1,0,0,0,0,118,143,261,262,262,118,211,329,330,330,61.3,0,51.2,52.2,54.3,52.1,57,37,0,61.3,51.7,56,56,44.17,313.56,0.44,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.06.52.937000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.04.26.615441000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",5,"A","00","",283,8,153,117,26,55,8,0,0,0,0,0,291,359,650,650,650,296,659,955,955,955,60.8,51.6,46.6,49.5,51.1,55.1,52.9,0,0,60.5,49.3,54.4,54.4,46.32,297.89,0.63,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.12.01.943000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.10.25.924356000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",5,"S","00","",141,3,83,69,15,43,4,0,0,0,0,0,144,214,358,358,358,146,420,566,566,566,63.3,51,46.8,49.9,53.8,55.6,56,0,0,63,50.2,55.4,55.4,46.31,229.06,0.78,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.06.53.109000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.04.26.557306000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",5,"X","00","",142,5,70,48,11,12,4,0,0,0,0,0,147,145,292,292,292,150,239,389,389,389,58.3,52,46.4,49,47.5,53.1,49.8,0,0,58.1,48,53.1,53.1,46.32,366.72,0.47,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.06.53.109000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.04.26.557950000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",6,"A","00","",777,80,154,114,33,73,8,1,0,0,0,0,857,382,1239,1240,1240,897,748,1645,1646,1646,64.5,52.7,52.8,54.5,53.6,55.6,53.5,43,0,63.4,53.9,60.5,60.5,56.6,268.87,0.99,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.12.01.974000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.10.25.907466000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",6,"S","00","",315,32,67,48,17,40,2,0,0,0,0,0,347,174,521,521,521,363,358,721,721,721,63.5,51.9,50.3,57.4,53.6,55.4,59,0,0,62.4,53.8,59.6,59.6,48.26,224.7,0.85,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.06.53.125000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.04.26.530781000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",6,"X","00","",462,48,87,66,16,33,6,1,0,0,0,0,510,208,718,719,719,534,390,924,925,925,65.1,53.3,54.8,52.4,53.5,55.9,51.7,43,0,64,54,61.1,61.1,64.93,313.04,1.13,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.06.53.125000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.04.26.531448000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",7,"A","00","",2673,112,195,91,45,99,5,4,0,0,0,0,2785,435,3220,3224,3224,2842,883,3725,3729,3729,69.4,56.1,58.5,58.3,57.1,59.8,61.4,48,0,68.9,58.7,67.5,67.5,66.6,153.98,2.07,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.12.01.724000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.10.26.143834000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",7,"S","00","",821,45,121,47,21,42,3,1,0,0,0,0,866,234,1100,1101,1101,889,435,1324,1325,1325,64,49,54.9,54.3,53.2,57.3,60.3,32,0,63.2,55.1,61.5,61.5,53.06,109.27,1.7,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.06.53.015000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.04.26.590689000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",7,"X","00","",1852,67,74,44,24,57,2,3,0,0,0,0,1919,201,2120,2123,2123,1953,448,2401,2404,2404,71.8,60.9,64.5,62.6,60.5,61.7,63,53.3,0,71.4,62.8,70.6,70.6,80.13,198.69,2.43,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.06.53.015000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.04.26.591268000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",8,"A","00","",3837,105,147,73,22,79,2,4,0,0,0,0,3942,323,4265,4269,4269,3995,647,4642,4646,4646,68.1,55.4,59.8,58.7,55.5,55.3,58.5,45,0,67.8,58.1,67.1,67.1,67.19,136.4,2.63,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.12.01.755000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.10.26.127355000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",8,"S","00","",1815,56,97,48,15,38,2,0,0,0,0,0,1871,200,2071,2071,2071,1899,374,2273,2273,2273,65.3,51.9,57.4,57.7,53.9,54.9,58.5,0,0,64.9,56.7,64.1,64.1,54.03,121.42,2.9,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.06.53.015000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.04.26.592682000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",8,"X","00","",2022,49,50,25,7,41,0,4,0,0,0,0,2071,123,2194,2198,2198,2096,273,2369,2373,2373,70.7,59.5,64.5,60.6,58.8,55.7,0,45,0,70.5,60.5,69.9,69.9,80.35,151.38,2.35,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.06.53.015000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.04.26.593270000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",9,"A","00","",3316,124,214,81,24,73,2,4,0,0,0,0,3440,394,3834,3838,3838,3503,708,4211,4215,4215,62.8,50.7,53.2,49.7,50.1,50.3,57,38.8,0,62.4,51.8,61.3,61.3,68.93,147.05,2.39,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.12.01.693000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.10.26.162651000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",9,"S","00","",1833,51,114,29,14,20,0,1,0,0,0,0,1884,177,2061,2062,2062,1910,280,2190,2191,2191,59.8,46.8,50.6,45.6,53.7,45.5,0,36,0,59.5,49.4,58.6,58.6,57.9,98.42,2.7,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.06.53.000000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.04.26.613546000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",9,"X","00","",1483,73,100,52,10,53,2,3,0,0,0,0,1556,217,1773,1776,1776,1593,428,2021,2024,2024,66.6,53.5,56.2,52,45,52.1,57,39.7,0,66,53.7,64.5,64.4,79.96,195.68,2.07,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.06.53.000000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.04.26.614130000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",10,"A","00","",2970,165,239,100,44,117,15,5,0,0,0,0,3135,515,3650,3655,3655,3218,1050,4268,4273,4273,64.8,55.3,55.9,54.6,55.5,57,60.8,39.2,0,64.3,56,63.1,63,69.68,156.13,2.43,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.12.01.771000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.10.26.091476000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",10,"S","00","",1650,71,140,55,24,44,2,3,0,0,0,0,1721,265,1986,1989,1989,1757,479,2236,2239,2239,60,49.7,51.4,48.7,52.5,52.1,59,34,0,59.6,51.1,58.4,58.4,60.67,105.83,2.86,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.06.53.015000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.04.26.593879000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",10,"X","00","",1320,94,99,45,20,73,13,2,0,0,0,0,1414,250,1664,1666,1666,1461,571,2032,2034,2034,70.7,59.6,62.2,61.7,59.1,60,61.1,47,0,70,61.2,68.7,68.6,78.69,206.42,2,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.06.53.015000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.04.26.594492000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",11,"A","00","",2589,151,249,110,46,120,21,3,0,0,0,0,2740,546,3286,3289,3289,2816,1116,3932,3935,3935,68,55.3,57.8,56.5,53.4,54,55.4,40,0,67.2,56.3,65.5,65.5,67.51,169.87,2.16,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.12.01.802000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.10.26.066062000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",11,"S","00","",1435,78,134,60,34,71,14,1,0,0,0,0,1513,313,1826,1827,1827,1552,666,2218,2219,2219,66.4,53.9,56.6,54.8,52.7,52.7,56.1,32,0,65.7,54.9,63.9,63.9,56.93,96.89,2.63,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.06.53.078000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.04.26.571122000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",11,"X","00","",1154,73,115,50,12,49,7,2,0,0,0,0,1227,233,1460,1462,1462,1264,450,1714,1716,1716,69.9,56.7,59.3,58.5,55.4,56,54.1,44,0,69.1,58.1,67.4,67.4,78.08,242.85,1.69,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.06.53.078000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.04.26.572044000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",12,"A","00","",2266,118,210,117,41,165,25,1,0,0,0,0,2384,558,2942,2943,2943,2443,1269,3712,3713,3713,77.8,64.2,66.2,67.7,60.5,65.4,66.5,53,0,77.2,65.9,75,75,67.07,209.78,1.98,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.12.01.787000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.10.26.072158000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",12,"S","00","",1276,60,131,56,22,91,15,0,0,0,0,0,1336,315,1651,1651,1651,1366,705,2071,2071,2071,76.4,62.1,65.5,66.6,56.9,67,67.8,0,0,75.8,65.6,73.8,73.8,57.85,147.36,2.35,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.06.53.078000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.04.26.563835000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",12,"X","00","",990,58,79,61,19,74,10,1,0,0,0,0,1048,243,1291,1292,1292,1077,564,1641,1642,1642,79.7,66.4,67.4,68.8,64.7,63.5,64.6,53,0,79,66.2,76.6,76.6,76.29,272.2,1.6,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.06.53.078000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.04.26.564524000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",13,"A","00","",2148,134,211,101,48,158,15,2,0,0,0,0,2282,533,2815,2817,2817,2349,1199,3548,3550,3550,75.7,64,65.3,63.9,60.5,61.3,61.3,43,0,75,63.3,72.8,72.8,66.84,201.35,1.84,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.12.01.818000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.10.26.068802000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",13,"S","00","",1240,54,122,53,27,89,5,1,0,0,0,0,1294,296,1590,1591,1591,1321,659,1980,1981,1981,74.1,60.4,63.2,62.7,59.3,59.7,61.4,31,0,73.5,61.7,71.3,71.3,57.04,127.08,2.2,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.06.53.078000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.04.26.572719000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",13,"X","00","",908,80,89,48,21,69,10,1,0,0,0,0,988,237,1225,1226,1226,1028,540,1568,1569,1569,77.9,66.4,68.2,65.3,62.1,63.4,61.3,55,0,77,65.4,74.7,74.7,76.63,275.62,1.47,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.06.53.078000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.04.26.573311000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",14,"A","00","",2438,122,259,95,46,90,12,3,0,0,0,0,2560,502,3062,3065,3065,2622,948,3570,3573,3573,69.4,56.4,60.1,57.7,57,56.9,54.4,43.7,0,68.7,58.6,67.1,67.1,67.12,180.83,1.87,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.12.01.631000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.10.26.167859000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",14,"S","00","",1404,53,127,52,27,44,6,1,0,0,0,0,1457,256,1713,1714,1714,1484,486,1970,1971,1971,69.2,55.8,59.9,59.8,55.8,56,53.5,41,0,68.7,58.6,67.2,67.2,56.61,116.24,2.22,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.06.52.937000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.04.26.620036000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",14,"X","00","",1034,69,132,43,19,46,6,2,0,0,0,0,1103,246,1349,1351,1351,1138,462,1600,1602,1602,69.6,56.8,60.3,55.2,58.8,57.8,55.2,45,0,68.8,58.7,67,66.9,77.63,245.42,1.51,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.06.52.937000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.04.26.620657000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",15,"A","00","",2528,122,238,106,39,122,22,3,0,0,0,0,2650,527,3177,3180,3180,2711,1090,3801,3804,3804,73.7,61.6,63.9,62.9,61.7,62.3,62.2,49,0,73.2,63.1,71.5,71.4,69.06,201.14,1.97,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 03.14.02.066000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 03.12.25.674855000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",15,"S","00","",1503,60,149,54,20,67,12,1,0,0,0,0,1563,302,1865,1866,1866,1593,606,2199,2200,2200,72.3,60,62.2,63.2,59.3,60.9,63.2,42,0,71.9,61.9,70.3,70.2,60.39,136.29,2.47,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.37.49.098000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 03.06.27.916129000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",15,"X","00","",1025,62,89,52,19,55,10,2,0,0,0,0,1087,225,1312,1314,1314,1118,484,1602,1604,1604,75.7,63.2,66.7,62.6,64.3,63.9,61.1,52.5,0,75,64.6,73.2,73.2,77.72,265.99,1.47,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 02.37.49.098000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 03.06.27.919298000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",16,"A","00","",2646,125,201,90,37,146,14,3,0,0,0,0,2771,488,3259,3262,3262,2834,1088,3922,3925,3925,73.4,60.9,64.5,62.4,59.1,60.7,59.6,50.7,0,72.8,62.4,71.3,71.2,67.25,181.84,2.04,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 04.00.31.099000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 04.08.30.241223000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",16,"S","00","",1504,60,124,49,24,77,5,1,0,0,0,0,1564,279,1843,1844,1844,1594,598,2192,2193,2193,70.9,57.9,61.2,58.8,55.4,58.2,56.4,42,0,70.4,59.4,68.8,68.8,56.5,113.53,2.49,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 03.45.01.023000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 04.02.26.537215000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",16,"X","00","",1142,65,77,41,13,69,9,2,0,0,0,0,1207,209,1416,1418,1418,1240,490,1730,1732,1732,76.6,63.7,69.8,66.6,65.8,63.4,61.3,55,0,75.9,66.4,74.5,74.4,77.99,250.14,1.58,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 03.45.01.023000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 04.02.26.539416000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",17,"A","00","",3056,111,195,97,41,195,15,3,0,0,0,0,3167,543,3710,3713,3713,3223,1304,4527,4530,4530,78.1,66.3,69.8,67.5,63.7,65.9,63.5,52.7,0,77.7,67.3,76.2,76.2,68.94,183.6,2.31,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 04.47.03.053000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 05.10.25.449026000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",17,"S","00","",1640,54,109,67,26,97,11,1,0,0,0,0,1694,310,2004,2005,2005,1721,720,2441,2442,2442,74.3,61.8,66.6,65.2,59.9,60.5,60.8,44,0,73.9,63.6,72.3,72.3,58.01,115.26,2.76,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 04.41.53.018000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 05.04.25.337280000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",17,"X","00","",1416,57,86,30,15,98,4,2,0,0,0,0,1473,233,1706,1708,1708,1502,584,2086,2088,2088,82.5,70.5,73.8,72.5,70.3,71.3,70.8,57,0,82,72.3,80.7,80.7,79.86,251.93,1.86,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 04.41.53.018000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 05.04.25.338862000 PM
2021,01-JUN-21,"32000020160926C5B281FC540615BAA6",18,"A","00","",3357,118,179,78,27,97,11,4,0,0,0,0,3475,392,3867,3871,3871,3535,809,4344,4348,4348,71.7,57.5,63.8,60.6,56.1,60.3,57.8,47.3,0,71.2,61.6,70.3,70.3,69.55,189.33,2.17,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 05.49.04.237000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",01-JUN-21 06.18.25.881524000 PM
2021,02-JUN-21,"32000020160926C5B281FC540615BAA6",10,"A","00","",3026,149,226,129,45,128,5,4,0,0,0,0,3175,533,3708,3712,3712,3250,1087,4337,4341,4341,67.3,55.3,58.8,56.8,54.4,55.9,57.8,39.2,0,66.7,57.2,65.4,65.3,68.83,142.88,2.52,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",02-JUN-21 09.45.33.524000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",02-JUN-21 10.10.22.245188000 AM
